"","X1","row","Variance_Component","SS","abs.SS.","omega2","Pvalue"
"444",4,1081,"V_cov",-2.1144,2.1144,0.0173,0
"445",5,1081,"V_error",42.017,42.017,0.3443,NA
"446",1,1082,"V_g",36.6896,36.6896,0.2364,0
"447",2,1082,"V_e",28.7958,28.7958,0.1856,0
"448",3,1082,"V_gxe",16.3548,16.3548,0.1054,0
"449",4,1082,"V_cov",23.2079,23.2079,0.1495,0
"450",5,1082,"V_error",50.1415,50.1415,0.3231,NA
"451",1,1083,"V_g",9.4871,9.4871,0.077,0
"452",2,1083,"V_e",24.5964,24.5964,0.1995,0
"453",3,1083,"V_gxe",35.2623,35.2623,0.2861,0
"454",4,1083,"V_cov",-9.3024,9.3024,0.0755,0
"455",5,1083,"V_error",44.6193,44.6193,0.362,NA
"456",1,1084,"V_g",5.3151,5.3151,0.0477,0
"457",2,1084,"V_e",32.384,32.384,0.2903,0
"458",3,1084,"V_gxe",6.8249,6.8249,0.0612,0
"459",4,1084,"V_cov",9.8442,9.8442,0.0883,0
"460",5,1084,"V_error",57.1707,57.1707,0.5126,NA
"461",1,1085,"V_g",27.635,27.635,0.262,0
"462",2,1085,"V_e",8.6272,8.6272,0.0818,0
"463",3,1085,"V_gxe",14.2179,14.2179,0.1348,0
"464",4,1085,"V_cov",10.1573,10.1573,0.0963,0
"465",5,1085,"V_error",44.8529,44.8529,0.4252,NA
"466",1,1086,"V_g",54.2332,54.2332,0.296,0
"467",2,1086,"V_e",33.0739,33.0739,0.1805,0
"468",3,1086,"V_gxe",11.7761,11.7761,0.0643,0
"469",4,1086,"V_cov",41.4434,41.4434,0.2262,0
"470",5,1086,"V_error",42.6793,42.6793,0.233,NA
"471",1,1087,"V_g",19.5705,19.5705,0.1777,0
"472",2,1087,"V_e",4.3814,4.3814,0.0398,0
"473",3,1087,"V_gxe",39.6089,39.6089,0.3597,0
"474",4,1087,"V_cov",-0.9075,0.9075,0.0082,0
"475",5,1087,"V_error",45.6581,45.6581,0.4146,NA
"476",1,1088,"V_g",13.5773,13.5773,0.1105,0
"477",2,1088,"V_e",32.033,32.033,0.2607,0
"478",3,1088,"V_gxe",14.5152,14.5152,0.1181,0
"479",4,1088,"V_cov",19.0007,19.0007,0.1546,0
"480",5,1088,"V_error",43.7373,43.7373,0.356,NA
"481",1,1089,"V_g",0.389,0.389,0.0042,0
"482",2,1089,"V_e",25.7536,25.7536,0.2749,0
"483",3,1089,"V_gxe",34.2738,34.2738,0.3659,0
"484",4,1089,"V_cov",1.932,1.932,0.0206,0
"485",5,1089,"V_error",31.3216,31.3216,0.3344,NA
"486",1,108,"V_g",20.3014,20.3014,0.1126,0
"487",2,108,"V_e",52.1905,52.1905,0.2895,0
"488",3,108,"V_gxe",73.3824,73.3824,0.4071,0
"489",4,108,"V_cov",-16.8893,16.8893,0.0937,0
"490",5,108,"V_error",17.501,17.501,0.0971,NA
"491",1,1090,"V_g",26.3425,26.3425,0.185,0
"492",2,1090,"V_e",15.8812,15.8812,0.1115,0
"493",3,1090,"V_gxe",25.1044,25.1044,0.1763,0
"494",4,1090,"V_cov",18.4166,18.4166,0.1293,0
"495",5,1090,"V_error",56.6634,56.6634,0.3979,NA
"496",1,1091,"V_g",1.9762,1.9762,0.019,0
"497",2,1091,"V_e",25.1036,25.1036,0.2408,0
"498",3,1091,"V_gxe",22.7258,22.7258,0.218,0
"499",4,1091,"V_cov",0.9767,0.9767,0.0094,0
"500",5,1091,"V_error",53.4883,53.4883,0.513,NA
"501",1,1092,"V_g",3.5806,3.5806,0.0315,0
"502",2,1092,"V_e",26.5665,26.5665,0.2339,0
"503",3,1092,"V_gxe",46.7777,46.7777,0.4119,0
"504",4,1092,"V_cov",5.5037,5.5037,0.0485,0
"505",5,1092,"V_error",31.1477,31.1477,0.2742,NA
"506",1,1093,"V_g",31.594,31.594,0.2074,0
"507",2,1093,"V_e",7.4438,7.4438,0.0489,0
"508",3,1093,"V_gxe",63.4485,63.4485,0.4165,0
"509",4,1093,"V_cov",-9.3357,9.3357,0.0613,0
"510",5,1093,"V_error",40.5292,40.5292,0.266,NA
"511",1,1094,"V_g",16.2802,16.2802,0.1246,0
"512",2,1094,"V_e",19.7303,19.7303,0.151,0
"513",3,1094,"V_gxe",38.9946,38.9946,0.2985,0
"514",4,1094,"V_cov",-10.394,10.394,0.0796,0
"515",5,1094,"V_error",45.2554,45.2554,0.3464,NA
"516",1,1095,"V_g",18.9825,18.9825,0.1915,0
"517",2,1095,"V_e",7.7724,7.7724,0.0784,0
"518",3,1095,"V_gxe",29.692,29.692,0.2995,0
"519",4,1095,"V_cov",-5.0858,5.0858,0.0513,0
"520",5,1095,"V_error",37.6011,37.6011,0.3793,NA
"521",1,1096,"V_g",43.432,43.432,0.3128,0
"522",2,1096,"V_e",7.8634,7.8634,0.0566,0
"523",3,1096,"V_gxe",37.3988,37.3988,0.2693,0
"524",4,1096,"V_cov",9.0197,9.0197,0.065,0
"525",5,1096,"V_error",41.1506,41.1506,0.2963,NA
"526",1,1097,"V_g",27.8766,27.8766,0.2263,0
"527",2,1097,"V_e",11.3993,11.3993,0.0925,0
"528",3,1097,"V_gxe",30.4643,30.4643,0.2473,0
"529",4,1097,"V_cov",10.7489,10.7489,0.0873,0
"530",5,1097,"V_error",42.6809,42.6809,0.3465,NA
"531",1,1098,"V_g",22.3327,22.3327,0.1636,0
"532",2,1098,"V_e",9.7309,9.7309,0.0713,0
"533",3,1098,"V_gxe",41.1023,41.1023,0.301,0
"534",4,1098,"V_cov",10.3835,10.3835,0.076,0
"535",5,1098,"V_error",52.9901,52.9901,0.3881,NA
"536",1,1099,"V_g",6.785,6.785,0.0583,0
"537",2,1099,"V_e",28.6578,28.6578,0.2462,0
"538",3,1099,"V_gxe",29.1805,29.1805,0.2507,0
"539",4,1099,"V_cov",-8.7167,8.7167,0.0749,0
"540",5,1099,"V_error",43.061,43.061,0.3699,NA
"541",1,109,"V_g",90.2265,90.2265,0.3562,0
"542",2,109,"V_e",53.8896,53.8896,0.2127,0
"543",3,109,"V_gxe",23.4231,23.4231,0.0925,0
"544",4,109,"V_cov",67.7844,67.7844,0.2676,0
"545",5,109,"V_error",17.9888,17.9888,0.071,NA
"546",1,10,"V_g",4.5631,4.5631,0.2496,0
"547",2,10,"V_e",6.1257,6.1257,0.3351,0
"548",3,10,"V_gxe",1.7462,1.7462,0.0955,0
"549",4,10,"V_cov",5.287,5.287,0.2892,0
"550",5,10,"V_error",0.5603,0.5603,0.0306,NA
"551",1,1100,"V_g",6.3437,6.3437,0.0384,0
"552",2,1100,"V_e",18.5633,18.5633,0.1125,0
"553",3,1100,"V_gxe",45.3815,45.3815,0.275,0
"554",4,1100,"V_cov",-8.3819,8.3819,0.0508,0
"555",5,1100,"V_error",86.3592,86.3592,0.5233,NA
"556",1,1101,"V_g",64.0752,64.0752,0.1235,0
"557",2,1101,"V_e",56.3513,56.3513,0.1086,0
"558",3,1101,"V_gxe",205.6368,205.6368,0.3965,0
"559",4,1101,"V_cov",-16.2461,16.2461,0.0313,0
"560",5,1101,"V_error",176.3635,176.3635,0.34,NA
"561",1,1102,"V_g",86.2347,86.2347,0.166,0
"562",2,1102,"V_e",31.5387,31.5387,0.0607,0
"563",3,1102,"V_gxe",172.8796,172.8796,0.3328,0
"564",4,1102,"V_cov",-37.1401,37.1401,0.0715,0
"565",5,1102,"V_error",191.6871,191.6871,0.369,NA
"566",1,1103,"V_g",78.7068,78.7068,0.124,0
"567",2,1103,"V_e",215.4995,215.4995,0.3395,0
"568",3,1103,"V_gxe",47.6798,47.6798,0.0751,0
"569",4,1103,"V_cov",-128.5593,128.5593,0.2025,0
"570",5,1103,"V_error",164.3279,164.3279,0.2589,NA
"571",1,1104,"V_g",139.0257,139.0257,0.2089,0
"572",2,1104,"V_e",129.2903,129.2903,0.1942,0
"573",3,1104,"V_gxe",62.7585,62.7585,0.0943,0
"574",4,1104,"V_cov",131.4769,131.4769,0.1975,0
"575",5,1104,"V_error",203.1075,203.1075,0.3051,NA
"576",1,1105,"V_g",13.238,13.238,0.0243,0
"577",2,1105,"V_e",68.7979,68.7979,0.1265,0
"578",3,1105,"V_gxe",244.5272,244.5272,0.4495,0
"579",4,1105,"V_cov",8.9089,8.9089,0.0164,0
"580",5,1105,"V_error",208.5685,208.5685,0.3834,NA
"581",1,1106,"V_g",68.9268,68.9268,0.129,0
"582",2,1106,"V_e",29.724,29.724,0.0556,0
"583",3,1106,"V_gxe",208.8361,208.8361,0.3908,0
"584",4,1106,"V_cov",11.8202,11.8202,0.0221,0
"585",5,1106,"V_error",215.0784,215.0784,0.4025,NA
"586",1,1107,"V_g",162.3038,162.3038,0.2721,0
"587",2,1107,"V_e",66.2818,66.2818,0.1111,0
"588",3,1107,"V_gxe",84.5745,84.5745,0.1418,0
"589",4,1107,"V_cov",101.082,101.082,0.1695,0
"590",5,1107,"V_error",182.1929,182.1929,0.3055,NA
"591",1,1108,"V_g",46.198,46.198,0.092,0
"592",2,1108,"V_e",30.1325,30.1325,0.06,0
"593",3,1108,"V_gxe",219.4915,219.4915,0.4372,0
"594",4,1108,"V_cov",-24.9836,24.9836,0.0498,0
"595",5,1108,"V_error",181.2686,181.2686,0.361,NA
"596",1,1109,"V_g",39.7127,39.7127,0.0761,0
"597",2,1109,"V_e",21.0458,21.0458,0.0403,0
"598",3,1109,"V_gxe",247.7491,247.7491,0.4746,0
"599",4,1109,"V_cov",-0.6281,0.6281,0.0012,0
"600",5,1109,"V_error",212.8445,212.8445,0.4078,NA
"601",1,110,"V_g",46.1709,46.1709,0.2224,0
"602",2,110,"V_e",69.4944,69.4944,0.3348,0
"603",3,110,"V_gxe",20.5941,20.5941,0.0992,0
"604",4,110,"V_cov",-53.0164,53.0164,0.2554,0
"605",5,110,"V_error",18.3023,18.3023,0.0882,NA
"606",1,1110,"V_g",111.3735,111.3735,0.1632,0
"607",2,1110,"V_e",120.8169,120.8169,0.177,0
"608",3,1110,"V_gxe",137.0568,137.0568,0.2008,0
"609",4,1110,"V_cov",110.4363,110.4363,0.1618,0
"610",5,1110,"V_error",202.7985,202.7985,0.2971,NA
"611",1,1111,"V_g",43.2611,43.2611,0.0813,0
"612",2,1111,"V_e",38.7135,38.7135,0.0728,0
"613",3,1111,"V_gxe",240.4776,240.4776,0.4521,0
"614",4,1111,"V_cov",9.886,9.886,0.0186,0
"615",5,1111,"V_error",199.5421,199.5421,0.3752,NA
"616",1,1112,"V_g",103.9455,103.9455,0.1788,0
"617",2,1112,"V_e",66.7675,66.7675,0.1148,0
"618",3,1112,"V_gxe",124.7698,124.7698,0.2146,0
"619",4,1112,"V_cov",-78.5104,78.5104,0.135,0
"620",5,1112,"V_error",207.4273,207.4273,0.3568,NA
"621",1,1113,"V_g",167.3402,167.3402,0.2685,0
"622",2,1113,"V_e",38.7667,38.7667,0.0622,0
"623",3,1113,"V_gxe",168.5016,168.5016,0.2704,0
"624",4,1113,"V_cov",-73.038,73.038,0.1172,0
"625",5,1113,"V_error",175.5963,175.5963,0.2817,NA
"626",1,1114,"V_g",117.3623,117.3623,0.187,0
"627",2,1114,"V_e",101.5365,101.5365,0.1618,0
"628",3,1114,"V_gxe",99.3204,99.3204,0.1583,0
"629",4,1114,"V_cov",-101.7308,101.7308,0.1621,0
"630",5,1114,"V_error",207.6341,207.6341,0.3308,NA
"631",1,1115,"V_g",74.7913,74.7913,0.149,0
"632",2,1115,"V_e",28.1284,28.1284,0.056,0
"633",3,1115,"V_gxe",201.4533,201.4533,0.4012,0
"634",4,1115,"V_cov",-22.536,22.536,0.0449,0
"635",5,1115,"V_error",175.2104,175.2104,0.3489,NA
"636",1,1116,"V_g",25.0872,25.0872,0.0448,0
"637",2,1116,"V_e",76.1879,76.1879,0.1362,0
"638",3,1116,"V_gxe",216.9446,216.9446,0.3877,0
"639",4,1116,"V_cov",16.5221,16.5221,0.0295,0
"640",5,1116,"V_error",224.7833,224.7833,0.4017,NA
"641",1,1117,"V_g",65.2652,65.2652,0.1302,0
"642",2,1117,"V_e",87.8191,87.8191,0.1753,0
"643",3,1117,"V_gxe",144.9625,144.9625,0.2893,0
"644",4,1117,"V_cov",27.3534,27.3534,0.0546,0
"645",5,1117,"V_error",175.6966,175.6966,0.3506,NA
"646",1,1118,"V_g",100.1799,100.1799,0.1938,0
"647",2,1118,"V_e",66.9998,66.9998,0.1296,0
"648",3,1118,"V_gxe",139.018,139.018,0.2689,0
"649",4,1118,"V_cov",-58.5173,58.5173,0.1132,0
"650",5,1118,"V_error",152.2882,152.2882,0.2946,NA
"651",1,1119,"V_g",85.651,85.651,0.1494,0
"652",2,1119,"V_e",43.045,43.045,0.0751,0
"653",3,1119,"V_gxe",199.1483,199.1483,0.3474,0
"654",4,1119,"V_cov",32.0476,32.0476,0.0559,0
"655",5,1119,"V_error",213.3302,213.3302,0.3722,NA
"656",1,111,"V_g",77.5271,77.5271,0.4436,0
"657",2,111,"V_e",16.2925,16.2925,0.0932,0
"658",3,111,"V_gxe",28.7236,28.7236,0.1644,0
"659",4,111,"V_cov",32.1687,32.1687,0.1841,0
"660",5,111,"V_error",20.0459,20.0459,0.1147,NA
"661",1,1120,"V_g",40.3769,40.3769,0.0721,0
"662",2,1120,"V_e",155.91,155.91,0.2784,0
"663",3,1120,"V_gxe",98.5241,98.5241,0.176,0
"664",4,1120,"V_cov",-68.5105,68.5105,0.1224,0
"665",5,1120,"V_error",196.622,196.622,0.3511,NA
"666",1,1121,"V_g",72.2729,72.2729,0.1463,0
"667",2,1121,"V_e",56.3302,56.3302,0.114,0
"668",3,1121,"V_gxe",142.6985,142.6985,0.2888,0
"669",4,1121,"V_cov",46.0157,46.0157,0.0931,0
"670",5,1121,"V_error",176.7844,176.7844,0.3578,NA
"671",1,1122,"V_g",230.5901,230.5901,0.3749,0
"672",2,1122,"V_e",34.5437,34.5437,0.0562,0
"673",3,1122,"V_gxe",52.9933,52.9933,0.0862,0
"674",4,1122,"V_cov",82.2048,82.2048,0.1337,0
"675",5,1122,"V_error",214.7381,214.7381,0.3491,NA
"676",1,1123,"V_g",26.5643,26.5643,0.0554,0
"677",2,1123,"V_e",167.2136,167.2136,0.3484,0
"678",3,1123,"V_gxe",81.3861,81.3861,0.1696,0
"679",4,1123,"V_cov",35.0725,35.0725,0.0731,0
"680",5,1123,"V_error",169.6538,169.6538,0.3535,NA
"681",1,1124,"V_g",48.1931,48.1931,0.0924,0
"682",2,1124,"V_e",43.2587,43.2587,0.0829,0
"683",3,1124,"V_gxe",227.1026,227.1026,0.4352,0
"684",4,1124,"V_cov",23.8041,23.8041,0.0456,0
"685",5,1124,"V_error",179.4208,179.4208,0.3439,NA
"686",1,1125,"V_g",8.7976,8.7976,0.0197,0
"687",2,1125,"V_e",172.3173,172.3173,0.3854,0
"688",3,1125,"V_gxe",82.9702,82.9702,0.1856,0
"689",4,1125,"V_cov",5.0798,5.0798,0.0114,0
"690",5,1125,"V_error",177.906,177.906,0.3979,NA
"691",1,1126,"V_g",33.4034,33.4034,0.0693,0
"692",2,1126,"V_e",57.1901,57.1901,0.1187,0
"693",3,1126,"V_gxe",178.3222,178.3222,0.37,0
"694",4,1126,"V_cov",-4.2479,4.2479,0.0088,0
"695",5,1126,"V_error",208.8017,208.8017,0.4332,NA
"696",1,1127,"V_g",122.9927,122.9927,0.2133,0
"697",2,1127,"V_e",23.6389,23.6389,0.041,0
"698",3,1127,"V_gxe",192.3228,192.3228,0.3335,0
"699",4,1127,"V_cov",-24.5489,24.5489,0.0426,0
"700",5,1127,"V_error",213.1126,213.1126,0.3696,NA
"701",1,1128,"V_g",146.3793,146.3793,0.2833,0
"702",2,1128,"V_e",21.8556,21.8556,0.0423,0
"703",3,1128,"V_gxe",124.3848,124.3848,0.2408,0
"704",4,1128,"V_cov",51.8714,51.8714,0.1004,0
"705",5,1128,"V_error",172.1315,172.1315,0.3332,NA
"706",1,1129,"V_g",13.8829,13.8829,0.023,0
"707",2,1129,"V_e",233.1099,233.1099,0.3866,0
"708",3,1129,"V_gxe",86.7185,86.7185,0.1438,0
"709",4,1129,"V_cov",42.6355,42.6355,0.0707,0
"710",5,1129,"V_error",226.6499,226.6499,0.3759,NA
"711",1,112,"V_g",29.3831,29.3831,0.1264,0
"712",2,112,"V_e",110.8322,110.8322,0.4767,0
"713",3,112,"V_gxe",19.2211,19.2211,0.0827,0
"714",4,112,"V_cov",53.463,53.463,0.23,0
"715",5,112,"V_error",19.5879,19.5879,0.0843,NA
"716",1,1130,"V_g",26.6712,26.6712,0.0436,0
"717",2,1130,"V_e",209.5763,209.5763,0.3426,0
"718",3,1130,"V_gxe",105.7172,105.7172,0.1728,0
"719",4,1130,"V_cov",-63.9998,63.9998,0.1046,0
"720",5,1130,"V_error",205.839,205.839,0.3364,NA
"721",1,1131,"V_g",253.1444,253.1444,0.4735,0
"722",2,1131,"V_e",14.0115,14.0115,0.0262,0
"723",3,1131,"V_gxe",41.2629,41.2629,0.0772,0
"724",4,1131,"V_cov",46.4002,46.4002,0.0868,0
"725",5,1131,"V_error",179.8262,179.8262,0.3363,NA
"726",1,1132,"V_g",104.3609,104.3609,0.1877,0
"727",2,1132,"V_e",49.9332,49.9332,0.0898,0
"728",3,1132,"V_gxe",165.1627,165.1627,0.2971,0
"729",4,1132,"V_cov",-57.0833,57.0833,0.1027,0
"730",5,1132,"V_error",179.4267,179.4267,0.3227,NA
"731",1,1133,"V_g",14.9894,14.9894,0.0295,0
"732",2,1133,"V_e",214.7701,214.7701,0.422,0
"733",3,1133,"V_gxe",66.9551,66.9551,0.1316,0
"734",4,1133,"V_cov",32.5155,32.5155,0.0639,0
"735",5,1133,"V_error",179.6568,179.6568,0.353,NA
"736",1,1134,"V_g",90.0834,90.0834,0.1551,0
"737",2,1134,"V_e",30.9334,30.9334,0.0532,0
"738",3,1134,"V_gxe",215.1592,215.1592,0.3704,0
"739",4,1134,"V_cov",-23.4719,23.4719,0.0404,0
"740",5,1134,"V_error",221.2902,221.2902,0.3809,NA
"741",1,1135,"V_g",33.2754,33.2754,0.0691,0
"742",2,1135,"V_e",134.9961,134.9961,0.2801,0
"743",3,1135,"V_gxe",121.8266,121.8266,0.2528,0
"744",4,1135,"V_cov",21.4273,21.4273,0.0445,0
"745",5,1135,"V_error",170.3646,170.3646,0.3535,NA
"746",1,1136,"V_g",158.2709,158.2709,0.292,0
"747",2,1136,"V_e",45.1532,45.1532,0.0833,0
"748",3,1136,"V_gxe",72.1625,72.1625,0.1331,0
"749",4,1136,"V_cov",67.2697,67.2697,0.1241,0
"750",5,1136,"V_error",199.2191,199.2191,0.3675,NA
"751",1,1137,"V_g",59.0554,59.0554,0.113,0
"752",2,1137,"V_e",25.3498,25.3498,0.0485,0
"753",3,1137,"V_gxe",213.4766,213.4766,0.4086,0
"754",4,1137,"V_cov",15.7625,15.7625,0.0302,0
"755",5,1137,"V_error",208.8384,208.8384,0.3997,NA
"756",1,1138,"V_g",48.8701,48.8701,0.0808,0
"757",2,1138,"V_e",158.636,158.636,0.2624,0
"758",3,1138,"V_gxe",125.7001,125.7001,0.2079,0
"759",4,1138,"V_cov",80.3195,80.3195,0.1328,0
"760",5,1138,"V_error",191.1144,191.1144,0.3161,NA
"761",1,1139,"V_g",165.614,165.614,0.2908,0
"762",2,1139,"V_e",70.9971,70.9971,0.1247,0
"763",3,1139,"V_gxe",37.2445,37.2445,0.0654,0
"764",4,1139,"V_cov",98.6065,98.6065,0.1731,0
"765",5,1139,"V_error",197.0767,197.0767,0.346,NA
"766",1,113,"V_g",16.3172,16.3172,0.0901,0
"767",2,113,"V_e",47.0317,47.0317,0.2598,0
"768",3,113,"V_gxe",72.5268,72.5268,0.4006,0
"769",4,113,"V_cov",25.9679,25.9679,0.1434,0
"770",5,113,"V_error",19.1806,19.1806,0.106,NA
"771",1,1140,"V_g",32.1594,32.1594,0.0538,0
"772",2,1140,"V_e",240.8222,240.8222,0.403,0
"773",3,1140,"V_gxe",76.1034,76.1034,0.1274,0
"774",4,1140,"V_cov",79.5798,79.5798,0.1332,0
"775",5,1140,"V_error",168.9251,168.9251,0.2827,NA
"776",1,1141,"V_g",203.5002,203.5002,0.3281,0
"777",2,1141,"V_e",31.2891,31.2891,0.0504,0
"778",3,1141,"V_gxe",105.5245,105.5245,0.1701,0
"779",4,1141,"V_cov",71.4014,71.4014,0.1151,0
"780",5,1141,"V_error",208.579,208.579,0.3363,NA
"781",1,1142,"V_g",28.9132,28.9132,0.0552,0
"782",2,1142,"V_e",172.6701,172.6701,0.3296,0
"783",3,1142,"V_gxe",110.3972,110.3972,0.2108,0
"784",4,1142,"V_cov",35.0639,35.0639,0.0669,0
"785",5,1142,"V_error",176.7559,176.7559,0.3374,NA
"786",1,1143,"V_g",43.0696,43.0696,0.0764,0
"787",2,1143,"V_e",150.9341,150.9341,0.2678,0
"788",3,1143,"V_gxe",134.3103,134.3103,0.2383,0
"789",4,1143,"V_cov",-57.2992,57.2992,0.1017,0
"790",5,1143,"V_error",177.9582,177.9582,0.3158,NA
"791",1,1144,"V_g",71.5745,71.5745,0.1518,0
"792",2,1144,"V_e",38.5867,38.5867,0.0818,0
"793",3,1144,"V_gxe",174.3566,174.3566,0.3698,0
"794",4,1144,"V_cov",-9.9655,9.9655,0.0211,0
"795",5,1144,"V_error",176.9541,176.9541,0.3754,NA
"796",1,1145,"V_g",77.9537,77.9537,0.1458,0
"797",2,1145,"V_e",18.9756,18.9756,0.0355,0
"798",3,1145,"V_gxe",192.9936,192.9936,0.361,0
"799",4,1145,"V_cov",-28.4907,28.4907,0.0533,0
"800",5,1145,"V_error",216.1855,216.1855,0.4044,NA
"801",1,1146,"V_g",27.6583,27.6583,0.0536,0
"802",2,1146,"V_e",165.5572,165.5572,0.3206,0
"803",3,1146,"V_gxe",86.4707,86.4707,0.1675,0
"804",4,1146,"V_cov",-49.8674,49.8674,0.0966,0
"805",5,1146,"V_error",186.7696,186.7696,0.3617,NA
"806",1,1147,"V_g",12.9062,12.9062,0.0228,0
"807",2,1147,"V_e",259.6823,259.6823,0.4588,0
"808",3,1147,"V_gxe",37.9867,37.9867,0.0671,0
"809",4,1147,"V_cov",-44.6413,44.6413,0.0789,0
"810",5,1147,"V_error",210.7405,210.7405,0.3724,NA
"811",1,1148,"V_g",235.0367,235.0367,0.4114,0
"812",2,1148,"V_e",13.5381,13.5381,0.0237,0
"813",3,1148,"V_gxe",73.2131,73.2131,0.1282,0
"814",4,1148,"V_cov",-49.0364,49.0364,0.0858,0
"815",5,1148,"V_error",200.4554,200.4554,0.3509,NA
"816",1,1149,"V_g",174.6468,174.6468,0.3169,0
"817",2,1149,"V_e",18.409,18.409,0.0334,0
"818",3,1149,"V_gxe",130.4925,130.4925,0.2368,0
"819",4,1149,"V_cov",24.3255,24.3255,0.0441,0
"820",5,1149,"V_error",203.2291,203.2291,0.3688,NA
"821",1,114,"V_g",50.91,50.91,0.3541,0
"822",2,114,"V_e",6.1262,6.1262,0.0426,0
"823",3,114,"V_gxe",69.3566,69.3566,0.4824,0
"824",4,114,"V_cov",3.3228,3.3228,0.0231,0
"825",5,114,"V_error",14.0654,14.0654,0.0978,NA
"826",1,1150,"V_g",11.2814,11.2814,0.0206,0
"827",2,1150,"V_e",17.6157,17.6157,0.0322,0
"828",3,1150,"V_gxe",300.0107,300.0107,0.5478,0
"829",4,1150,"V_cov",3.3627,3.3627,0.0061,0
"830",5,1150,"V_error",215.3929,215.3929,0.3933,NA
"831",1,115,"V_g",77.2087,77.2087,0.3561,0
"832",2,115,"V_e",41.2344,41.2344,0.1902,0
"833",3,115,"V_gxe",27.5618,27.5618,0.1271,0
"834",4,115,"V_cov",53.9068,53.9068,0.2486,0
"835",5,115,"V_error",16.9113,16.9113,0.078,NA
"836",1,116,"V_g",19.8045,19.8045,0.1013,0
"837",2,116,"V_e",104.7828,104.7828,0.5358,0
"838",3,116,"V_gxe",16.659,16.659,0.0852,0
"839",4,116,"V_cov",-42.1393,42.1393,0.2155,0
"840",5,116,"V_error",12.1906,12.1906,0.0623,NA
"841",1,117,"V_g",24.9517,24.9517,0.1426,0
"842",2,117,"V_e",37.2163,37.2163,0.2127,0
"843",3,117,"V_gxe",88.9072,88.9072,0.5081,0
"844",4,117,"V_cov",10.0586,10.0586,0.0575,0
"845",5,117,"V_error",13.8534,13.8534,0.0792,NA
"846",1,118,"V_g",57.8821,57.8821,0.3512,0
"847",2,118,"V_e",9.2143,9.2143,0.0559,0
"848",3,118,"V_gxe",75.5768,75.5768,0.4586,0
"849",4,118,"V_cov",8.699,8.699,0.0528,0
"850",5,118,"V_error",13.4373,13.4373,0.0815,NA
"851",1,119,"V_g",70.5834,70.5834,0.3289,0
"852",2,119,"V_e",45.4276,45.4276,0.2117,0
"853",3,119,"V_gxe",25.2561,25.2561,0.1177,0
"854",4,119,"V_cov",-53.893,53.893,0.2512,0
"855",5,119,"V_error",19.4154,19.4154,0.0905,NA
"856",1,11,"V_g",5.4212,5.4212,0.4573,0
"857",2,11,"V_e",2.3064,2.3064,0.1946,0
"858",3,11,"V_gxe",0.0881,0.0881,0.0074,0.001
"859",4,11,"V_cov",3.536,3.536,0.2983,0
"860",5,11,"V_error",0.5022,0.5022,0.0424,NA
"861",1,1201,"V_g",0.3291,0.3291,0.006,0
"862",2,1201,"V_e",7.0174,7.0174,0.1288,0
"863",3,1201,"V_gxe",22.9689,22.9689,0.4215,0
"864",4,1201,"V_cov",-1.5196,1.5196,0.0279,0
"865",5,1201,"V_error",22.652,22.652,0.4157,NA
"866",1,1202,"V_g",9.2448,9.2448,0.1389,0
"867",2,1202,"V_e",1.7777,1.7777,0.0267,0
"868",3,1202,"V_gxe",14.8591,14.8591,0.2232,0
"869",4,1202,"V_cov",-4.054,4.054,0.0609,0
"870",5,1202,"V_error",36.633,36.633,0.5503,NA
"871",1,1203,"V_g",19.0489,19.0489,0.4047,0.001
"872",2,1203,"V_e",1.1628,1.1628,0.0247,0.001
"873",3,1203,"V_gxe",1.6881,1.6881,0.0359,0.001
"874",4,1203,"V_cov",4.7063,4.7063,0.1,0.001
"875",5,1203,"V_error",20.4635,20.4635,0.4347,NA
"876",1,1204,"V_g",19.8184,19.8184,0.3326,0
"877",2,1204,"V_e",2.897,2.897,0.0486,0
"878",3,1204,"V_gxe",0.6332,0.6332,0.0106,0
"879",4,1204,"V_cov",-7.5772,7.5772,0.1272,0
"880",5,1204,"V_error",28.6658,28.6658,0.481,NA
"881",1,1205,"V_g",8.9883,8.9883,0.1583,0
"882",2,1205,"V_e",8.115,8.115,0.1429,0
"883",3,1205,"V_gxe",0.067,0.067,0.0012,0
"884",4,1205,"V_cov",8.5405,8.5405,0.1504,0
"885",5,1205,"V_error",31.0817,31.0817,0.5473,NA
"886",1,1206,"V_g",3.4699,3.4699,0.0509,0
"887",2,1206,"V_e",25.0896,25.0896,0.368,0
"888",3,1206,"V_gxe",5.6716,5.6716,0.0832,0
"889",4,1206,"V_cov",9.3306,9.3306,0.1369,0
"890",5,1206,"V_error",24.6148,24.6148,0.361,NA
"891",1,1207,"V_g",13.1373,13.1373,0.2145,0
"892",2,1207,"V_e",11.1201,11.1201,0.1815,0
"893",3,1207,"V_gxe",0.0027,0.0027,0,0.999
"894",4,1207,"V_cov",-12.0867,12.0867,0.1973,0
"895",5,1207,"V_error",24.9109,24.9109,0.4067,NA
"896",1,1208,"V_g",0.5678,0.5678,0.0123,0.001
"897",2,1208,"V_e",5.9823,5.9823,0.1295,0.001
"898",3,1208,"V_gxe",10.0516,10.0516,0.2176,0.001
"899",4,1208,"V_cov",1.843,1.843,0.0399,0.001
"900",5,1208,"V_error",27.747,27.747,0.6007,NA
"901",1,1209,"V_g",3.1259,3.1259,0.0684,0
