"","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","true_cov","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_eta","GxE_eta","GxE_eta_lwrCI","GxE_eta_uprCI","GxE_eta_pvalue","true_GxE_SSq","GxE_SSq","GxE_SSq_lwrCI","GxE_SSq_uprCI","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue"
"1719",1,612,1,1,0.0635493972804397,-0.0957905580289662,16,64,2,2,0.5,0.852633276954293,4.88764417966207,-0.28,-0.53,-0.8,-0.27,0.399,-0.28,-0.53,-0.82,-0.3,0.673,6.99874186615252e-21,0.69,0.73,0.63,0.84,0,0.63,0.6,0.5,0.7,0,0.63,0.6,0.51,0.7,0,0.63,0.73,0.61,0.84,0.69,0.73,0.69,0.79,0
"1720",1,613,1,1,0.327133099548519,-0.796019510831684,16,64,2,2,0.5,0.179245591629297,4.87225090662638,-0.18,-0.23,-0.35,-0.09,0.73,-0.18,-0.23,-0.34,-0.11,0.663,0.466780917326736,0.11,0.05,0,0.16,0.72,0.02,0,0,0.02,0.36,0.02,0,0,0.02,0.72,0.02,0,0,0.03,0.11,0.05,0,0.14,0.86
"1721",1,614,1,1,0.224013558123261,-0.0698976195417345,16,64,2,2,0.5,0.514074594713748,4.47575656970342,-0.36,-0.38,-0.52,-0.24,0.557,-0.36,-0.38,-0.5,-0.27,0.669,0.00550828187127052,0.1,0.16,0.04,0.27,0.19,0.01,0.02,0,0.07,0.11,0.01,0.03,0,0.08,0.19,0.01,0.03,0,0.09,0.1,0.16,0.07,0.24,0
"1722",1,615,1,1,0.432856854749843,-0.679800800047815,16,64,2,2,0.5,1.54816771345213,4.46587270100911,-0.52,-0.59,-0.86,-0.37,0.325,-0.52,-0.59,-0.83,-0.39,0.644,3.67112684006553e-15,0.58,0.64,0.52,0.75,0,0.46,0.4,0.31,0.52,0,0.46,0.41,0.31,0.52,0,0.46,0.53,0.39,0.66,0.58,0.64,0.56,0.69,0
"1723",1,616,1,1,0.442123877583072,0.115342658478767,16,64,2,2,0.5,0.563952838070691,4.6253226518631,0.11,0.15,-0.04,0.37,0.829,0.11,0.15,-0.02,0.33,0.999,4.39207224118034e-09,0.55,0.5,0.37,0.65,0,0.41,0.23,0.13,0.36,0,0.41,0.24,0.14,0.37,0,0.41,0.35,0.2,0.51,0.55,0.5,0.41,0.6,0
"1724",1,617,1,1,0.419358880724758,0.300676661543548,16,64,2,2,0.5,0.324867512099445,4.61038108269374,0.94,0.86,0.62,0.99,0.099,0.94,0.86,0.67,0.99,0.347,0.345257476614541,0.05,0.05,0,0.16,0.63,0,0,0,0.03,0.34,0,0,0,0.03,0.63,0,0,0,0.04,0.05,0.05,0,0.16,0.69
"1725",1,618,1,1,0.415783294476569,0.0702281910926104,16,64,2,2,0.5,0.167960834689438,4.56750374237696,0.86,0.99,0.59,1,0.007,0.86,0.99,0.68,1,0.333,1.13845954210011e-09,0.46,0.45,0.33,0.57,0,0.29,0.22,0.14,0.32,0,0.29,0.23,0.15,0.33,0,0.29,0.31,0.19,0.43,0.46,0.45,0.39,0.56,0
"1726",1,619,1,1,0.7579455380328,0.300061340909451,16,64,2,2,0.5,0.29039723938331,5.00780979792277,0.81,0.74,0.57,0.97,0.199,0.81,0.74,0.57,0.94,0.354,0.480523812284239,0.1,0.04,0,0.16,0.73,0.01,0,0,0.03,0.34,0.01,0,0,0.03,0.73,0.01,0,0,0.04,0.1,0.04,0,0.15,0.88
"1727",1,61,1,1,0.603335615480319,0.0288494625128806,2,32,4,4,0.5,0.966017659320496,3.8726535876592,0.07,0.09,-0.05,0.21,0.839,0.07,0.09,-0.09,0.24,0.832,0.000491905153702863,0.54,0.63,0.5,0.78,0.08,0.43,0.37,0.31,0.63,0.02,0.43,0.44,0.33,0.64,0.12,0.43,0.49,0.34,0.66,0.54,0.63,0.47,0.68,0
"1728",1,620,1,1,0.468555218074471,-0.644685124047101,16,64,2,2,0.5,1.97617544280365,4.89335556427638,0.56,0.61,0.47,0.76,0.31,0.56,0.61,0.49,0.74,0.337,0.122513960288184,0.08,0.09,0.01,0.2,0.52,0.01,0,0,0.03,0.27,0.01,0.01,0,0.04,0.52,0.01,0.01,0,0.04,0.08,0.09,0.01,0.17,0.33
"1729",1,621,1,1,0.90245609683916,-0.217927161604166,16,64,2,2,0.5,1.02331547439098,4.96191411415736,0.58,0.37,0.18,0.61,0.536,0.58,0.37,0.23,0.57,0.999,6.77048797710505e-12,0.53,0.58,0.44,0.7,0,0.38,0.29,0.17,0.43,0,0.38,0.3,0.18,0.43,0,0.38,0.39,0.24,0.54,0.53,0.58,0.45,0.62,0
"1730",1,622,1,1,0.602993939537555,-0.108207342214882,16,64,2,2,0.5,1.18130100425333,3.99844295978546,-0.45,-0.53,-0.86,-0.25,0.376,-0.45,-0.53,-0.81,-0.3,0.69,4.79230348595117e-17,0.7,0.75,0.62,0.87,0,0.65,0.52,0.39,0.64,0,0.65,0.52,0.39,0.65,0,0.65,0.68,0.52,0.8,0.7,0.75,0.65,0.77,0
"1731",1,623,1,1,0.198350690072402,-0.296732502989471,16,64,2,2,0.5,1.93410856230184,4.51966698169708,0.54,0.04,-0.46,0.5,0.955,0.54,0.04,-0.28,0.4,0.671,1.11659818817111e-20,0.83,0.87,0.75,0.99,0,0.92,0.7,0.62,0.8,0,0.92,0.71,0.63,0.8,0,0.92,0.9,0.82,0.96,0.83,0.87,0.79,0.84,0
"1732",1,624,1,1,0.393172984709963,0.783807907253504,16,64,2,2,0.5,1.83509967150167,4.51917426983515,-0.65,-0.53,-0.79,-0.31,0.392,-0.65,-0.53,-0.75,-0.34,0.999,3.04683895941337e-07,0.39,0.39,0.25,0.51,0,0.21,0.15,0.07,0.26,0,0.21,0.16,0.07,0.27,0,0.21,0.22,0.1,0.36,0.39,0.39,0.29,0.49,0
"1733",1,625,1,1,0.148083471925929,-0.267583140172064,16,64,2,2,0.5,0.566532016266137,4.43777403831482,-0.54,-0.42,-0.68,-0.2,0.494,-0.54,-0.42,-0.62,-0.24,0.999,3.69250467650302e-06,0.39,0.32,0.19,0.43,0,0.2,0.14,0.05,0.23,0,0.2,0.14,0.06,0.24,0,0.2,0.21,0.09,0.35,0.39,0.32,0.3,0.49,0
"1734",1,626,1,1,0.543821387924254,-0.0129293268546462,16,64,2,2,0.5,0.810846915468574,4.64886879920959,0.38,0.36,0.21,0.53,0.546,0.38,0.36,0.24,0.49,0.678,0.0275792170837344,0.13,0.13,0.02,0.25,0.28,0.02,0.02,0,0.06,0.16,0.02,0.02,0,0.07,0.28,0.02,0.02,0,0.09,0.13,0.13,0.04,0.23,0.03
"1735",1,627,1,1,0.709249849896878,0.763221558649093,16,64,2,2,0.5,1.33254444226623,4.84274743398031,0.11,0.15,-0.03,0.32,0.816,0.11,0.15,0,0.3,0.696,0.338314216801246,0.13,0.07,0,0.21,0.59,0.02,0,-0.01,0.04,0.33,0.02,0.01,0,0.05,0.59,0.02,0.01,0,0.07,0.13,0.07,0,0.2,0.71
"1736",1,628,1,1,0.807108264649287,-0.870954372920096,16,64,2,2,0.5,1.59920049551874,4.88163326978683,-0.82,-0.77,-0.99,-0.55,0.172,-0.82,-0.77,-0.99,-0.55,0.335,0.0665108099847116,0.14,0.12,0.01,0.24,0.3,0.03,0.01,0,0.06,0.18,0.03,0.02,0,0.07,0.3,0.03,0.02,0,0.09,0.14,0.12,0.02,0.24,0.15
"1737",1,629,1,1,0.337165029253811,0.17732405802235,16,64,2,2,0.5,1.1771443746984,4.80736856063207,0.46,0.47,0.32,0.64,0.458,0.46,0.47,0.34,0.6,0.674,0.00108827761710358,0.2,0.2,0.09,0.31,0.12,0.05,0.04,0,0.09,0.07,0.05,0.04,0.01,0.09,0.12,0.05,0.05,0.01,0.11,0.2,0.2,0.1,0.28,0
"1738",1,62,1,1,0.201853072270751,-0.106839059386402,2,32,4,4,0.5,2.90003542462364,7.19940928618113,-0.93,-0.2,-0.38,-0.05,0.652,-0.93,-0.2,-0.53,0.14,0.631,1.71156425941111e-07,0.72,0.79,0.72,0.9,0,0.9,0.73,0.69,0.86,0,0.9,0.77,0.7,0.88,0,0.9,0.82,0.72,0.89,0.72,0.79,0.64,0.75,0
"1739",1,630,1,1,0.183566300431266,0.155538774095476,16,64,2,2,0.5,0.786838421598077,2.64437336126963,-0.24,-0.03,-0.58,0.55,0.968,-0.24,-0.03,-0.51,0.43,0.682,2.67890683001504e-19,0.83,0.79,0.67,0.91,0,0.93,0.69,0.62,0.77,0,0.93,0.7,0.63,0.78,0,0.93,0.92,0.83,0.98,0.83,0.79,0.8,0.85,0
"1740",1,631,1,1,0.736116823041812,-0.926801451016217,16,64,2,2,0.5,0.697570403106511,4.98668789466222,-0.54,-0.49,-0.66,-0.34,0.441,-0.54,-0.49,-0.65,-0.35,0.345,0.457559505333216,0.12,0.04,0,0.14,0.75,0.02,0,0,0.02,0.36,0.02,0,0,0.02,0.75,0.02,0,0,0.03,0.12,0.04,0,0.14,0.86
"1741",1,632,1,1,0.218890960328281,0.173776364885271,16,64,2,2,0.5,0.939386555925012,4.57042874892553,-0.25,-0.31,-0.57,-0.14,0.631,-0.25,-0.31,-0.47,-0.17,0.999,8.36083880632002e-13,0.57,0.6,0.48,0.72,0,0.43,0.31,0.22,0.41,0,0.43,0.32,0.23,0.42,0,0.43,0.41,0.29,0.52,0.57,0.6,0.49,0.61,0
"1742",1,633,1,1,0.313511874526739,-0.98198610637337,16,64,2,2,0.5,0.638192218728364,4.47035417159398,-0.85,-0.63,-0.82,-0.45,0.291,-0.85,-0.63,-0.8,-0.49,0.342,0.653819277843426,0.01,0.03,0,0.15,0.83,0,0,0,0.02,0.38,0,0,0,0.02,0.83,0,0,0,0.03,0.01,0.03,0,0.13,0.97
"1743",1,634,1,1,0.901590627152473,-0.284218613058329,16,64,2,2,0.5,1.04964037751779,5.8600892663002,0.89,0.61,0.28,0.96,0.305,0.89,0.61,0.33,0.95,0.331,2.49368310415711e-15,0.76,0.76,0.63,0.89,0,0.77,0.49,0.39,0.6,0,0.77,0.5,0.4,0.6,0,0.77,0.68,0.54,0.81,0.76,0.76,0.65,0.77,0
"1744",1,635,1,1,0.389945294940844,-0.512438455596566,16,64,2,2,0.5,0.56198846641928,5.93965344031652,-0.86,-0.82,-0.99,-0.55,0.12,-0.86,-0.82,-0.99,-0.59,0.336,1.14656770001828e-06,0.41,0.35,0.23,0.48,0.01,0.23,0.12,0.05,0.21,0.01,0.23,0.12,0.06,0.21,0.01,0.23,0.16,0.08,0.27,0.41,0.35,0.26,0.43,0
"1745",1,636,1,1,0.719274777686223,-0.481952570844442,16,64,2,2,0.5,1.65260229632258,3.54932201306025,0.45,0.5,0.34,0.7,0.404,0.45,0.5,0.37,0.65,0.999,6.43513081780392e-12,0.4,0.43,0.34,0.53,0,0.21,0.19,0.12,0.26,0,0.21,0.19,0.12,0.26,0,0.21,0.23,0.15,0.3,0.4,0.43,0.35,0.47,0
"1746",1,637,1,1,0.197917769663036,0.343245835509151,16,64,2,2,0.5,0.938817822840065,4.8488018155098,-0.99,-0.81,-0.99,-0.57,0.142,-0.99,-0.81,-0.99,-0.61,0.348,1.60035641129773e-06,0.37,0.33,0.21,0.45,0.01,0.19,0.11,0.05,0.2,0.01,0.19,0.12,0.05,0.2,0.01,0.19,0.15,0.07,0.26,0.37,0.33,0.23,0.43,0
"1747",1,638,1,1,0.0629757305141538,0.563889154233038,16,64,2,2,0.5,0.440706385765225,5.00326855182648,0.15,0.09,-0.1,0.28,0.886,0.15,0.09,-0.06,0.24,0.999,2.54425808949503e-13,0.57,0.65,0.52,0.79,0,0.43,0.33,0.22,0.46,0,0.43,0.34,0.23,0.46,0,0.43,0.44,0.3,0.58,0.57,0.65,0.5,0.64,0
"1748",1,639,1,1,0.759052324574441,0.959831683896482,16,64,2,2,0.5,1.00999574270099,3.69223332802455,0.76,0.75,0.61,0.89,0.165,0.76,0.75,0.63,0.9,0.307,6.57145925762002e-07,0.27,0.33,0.21,0.44,0.01,0.1,0.1,0.04,0.18,0.01,0.1,0.1,0.04,0.19,0.01,0.1,0.13,0.05,0.24,0.27,0.33,0.22,0.39,0
"1749",1,63,1,1,0.968621614156291,-0.30087051121518,2,32,4,4,0.5,0.57859832395101,6.57380882104238,-0.08,-0.2,-0.31,-0.08,0.628,-0.08,-0.2,-0.41,-0.02,0.654,0.0164334123422574,0.42,0.39,0.3,0.5,0.75,0.24,0.11,0.09,0.26,0.24,0.24,0.16,0.12,0.27,0.85,0.24,0.18,0.12,0.28,0.42,0.39,0.28,0.49,0
"1750",1,640,1,1,0.344823365565389,0.967494681943208,16,64,2,2,0.5,1.73465352598578,4.42470448811849,-0.17,-0.04,-0.39,0.25,0.956,-0.17,-0.04,-0.31,0.2,0.643,7.97386909844152e-15,0.72,0.62,0.51,0.73,0,0.69,0.49,0.38,0.61,0,0.69,0.5,0.39,0.62,0,0.69,0.7,0.55,0.82,0.72,0.62,0.65,0.78,0
"1751",1,641,1,1,0.470007593277842,-0.36094133136794,16,64,2,2,0.5,0.520166006404907,4.6615607102712,-0.08,-0.08,-0.48,0.23,0.916,-0.08,-0.08,-0.4,0.17,0.679,1.55687482450114e-12,0.72,0.63,0.49,0.76,0,0.68,0.45,0.31,0.58,0,0.68,0.45,0.32,0.59,0,0.68,0.69,0.52,0.82,0.72,0.63,0.64,0.78,0
"1752",1,642,1,1,0.868579644476995,-0.738920521456748,16,64,2,2,0.5,0.664137132465839,4.37200149695079,-0.87,-0.96,-0.99,-0.7,0.036,-0.87,-0.96,-1,-0.74,0.334,9.39393252201525e-09,0.43,0.41,0.3,0.52,0,0.25,0.15,0.08,0.26,0,0.25,0.16,0.08,0.26,0,0.25,0.2,0.1,0.33,0.43,0.41,0.29,0.49,0
"1753",1,643,1,1,0.817536526825279,-0.946962805464864,16,64,2,2,0.5,1.86546821473166,4.70888307889303,-0.04,-0.05,-0.2,0.1,0.938,-0.04,-0.05,-0.17,0.07,0.999,0.000267086390034554,0.22,0.24,0.12,0.37,0.04,0.06,0.06,0.01,0.14,0.03,0.06,0.06,0.02,0.14,0.04,0.06,0.08,0.02,0.19,0.22,0.24,0.15,0.35,0
"1754",1,644,1,1,0.0579483169130981,-0.445768297184259,16,64,2,2,0.5,1.51987547101453,4.37224277655284,-0.42,-0.33,-0.48,-0.21,0.586,-0.42,-0.33,-0.44,-0.22,0.999,6.36308347381057e-07,0.34,0.3,0.2,0.39,0.02,0.15,0.09,0.04,0.16,0.02,0.15,0.09,0.04,0.17,0.02,0.15,0.12,0.05,0.2,0.34,0.3,0.21,0.38,0
"1755",1,645,1,1,0.516320754773915,0.962524646893144,16,64,2,2,0.5,0.0406560255214572,4.58776822884878,0.52,0.5,0.31,0.72,0.43,0.52,0.5,0.34,0.68,0.303,0.49901845837953,0.03,0.04,0,0.17,0.71,0,0,0,0.03,0.36,0,0,0,0.03,0.71,0,0,0,0.04,0.03,0.04,0,0.15,0.9
"1756",1,646,1,1,0.909715188667178,-0.546329205855727,16,64,2,2,0.5,1.01819064887241,4.77999450365702,-0.46,-0.55,-0.77,-0.37,0.373,-0.46,-0.55,-0.72,-0.38,0.999,2.26002519107434e-13,0.46,0.55,0.45,0.66,0,0.28,0.28,0.2,0.37,0,0.28,0.29,0.2,0.38,0,0.28,0.36,0.25,0.46,0.46,0.55,0.45,0.58,0
"1757",1,647,1,1,0.857316909823567,0.217453630175442,16,64,2,2,0.5,1.31575680337846,4.84864861170451,0.12,0.18,-0.01,0.37,0.795,0.12,0.18,0.02,0.34,0.999,6.81586670194853e-12,0.59,0.51,0.39,0.63,0,0.46,0.3,0.19,0.42,0,0.46,0.3,0.2,0.42,0,0.46,0.4,0.26,0.55,0.59,0.51,0.45,0.64,0
"1758",1,648,1,1,0.405283305328339,0.753804028499871,16,64,2,2,0.5,1.92677807994187,4.76463690598806,0.91,0.97,0.73,1,0.032,0.91,0.97,0.77,1,0.34,4.37905627698546e-10,0.48,0.45,0.34,0.57,0,0.3,0.2,0.12,0.29,0,0.3,0.2,0.13,0.29,0,0.3,0.26,0.17,0.36,0.48,0.45,0.37,0.51,0
"1759",1,649,1,1,0.244636185700074,0.811816441360861,16,64,2,2,0.5,1.27076885383576,4.35632306337357,-0.95,-0.66,-0.97,-0.36,0.262,-0.95,-0.66,-0.96,-0.39,0.35,7.91457840810611e-17,0.72,0.7,0.58,0.8,0,0.69,0.51,0.4,0.64,0,0.69,0.52,0.41,0.64,0,0.69,0.68,0.52,0.81,0.72,0.7,0.65,0.77,0
"1760",1,64,1,1,0.849315397907048,0.491831937804818,2,32,4,4,0.5,0.796207922343165,8.77862182458242,0.88,0.78,0.56,0.93,0.033,0.88,0.78,0.54,0.92,0.047,0.010242895498357,0.31,0.43,0.35,0.56,0.72,0.17,0.16,0.12,0.35,0.16,0.17,0.23,0.16,0.37,0.69,0.17,0.25,0.17,0.38,0.31,0.43,0.31,0.52,0
"1761",1,650,1,1,0.498343593673781,-0.721306354273111,16,64,2,2,0.5,1.65439062332734,5.03379418055216,0.85,0.83,0.58,0.99,0.109,0.85,0.83,0.61,0.99,0.687,5.79842643864078e-10,0.33,0.43,0.32,0.54,0,0.14,0.19,0.11,0.29,0,0.14,0.2,0.12,0.29,0,0.14,0.25,0.15,0.36,0.33,0.43,0.35,0.52,0
"1762",1,651,1,1,0.882734643295407,-0.6879270109348,16,256,4,4,0.5,1.00138810061384,7.25951774120331,-0.41,-0.38,-0.47,-0.29,0.351,-0.41,-0.38,-0.45,-0.3,0.377,4.5414293495827e-14,0.25,0.21,0.18,0.27,0.08,0.12,0.08,0.05,0.12,0,0.12,0.08,0.06,0.12,0.01,0.12,0.1,0.08,0.15,0.25,0.21,0.2,0.27,0
"1763",1,652,1,1,0.290881728287786,-0.725922340992838,16,256,4,4,0.5,1.26549979856471,7.54854250351588,-0.58,-0.6,-0.68,-0.52,0.15,-0.58,-0.6,-0.67,-0.53,0.14,1.33684853842463e-18,0.25,0.28,0.24,0.34,0.01,0.1,0.09,0.07,0.12,0,0.1,0.09,0.07,0.13,0,0.1,0.11,0.09,0.16,0.25,0.28,0.23,0.31,0
"1764",1,653,1,1,0.968062925385311,0.698485021479428,16,256,4,4,0.5,3.70727539295331,4.55926999648412,-0.73,-0.73,-0.82,-0.56,0.055,-0.73,-0.73,-0.8,-0.59,0.055,4.21916933459379e-49,0.61,0.61,0.56,0.67,0,0.49,0.38,0.34,0.44,0,0.49,0.39,0.34,0.45,0,0.49,0.49,0.43,0.55,0.61,0.61,0.56,0.63,0
"1765",1,654,1,1,0.0998722349759191,0.665426404681057,16,256,4,4,0.5,0.592955739789177,5.66780976851781,0.41,0.37,0.29,0.45,0.38,0.41,0.37,0.31,0.44,0.367,1.35785592780836e-35,0.43,0.42,0.38,0.48,0,0.26,0.19,0.15,0.23,0,0.26,0.19,0.16,0.24,0,0.26,0.23,0.19,0.28,0.43,0.42,0.37,0.44,0
"1766",1,655,1,1,0.368258933536708,-0.105155479162931,16,256,4,4,0.5,1.29042541435687,10.7128328124682,-0.2,-0.21,-0.3,-0.12,0.631,-0.2,-0.21,-0.29,-0.13,0.621,1.04079918471223e-31,0.39,0.43,0.39,0.49,0,0.23,0.2,0.16,0.26,0,0.23,0.21,0.17,0.26,0,0.23,0.26,0.22,0.32,0.39,0.43,0.38,0.47,0
"1767",1,656,1,1,0.972522581461817,-0.288101841229945,16,256,4,4,0.5,0.678038422502577,6.31880440711975,-0.24,-0.27,-0.34,-0.2,0.516,-0.24,-0.27,-0.33,-0.21,0.509,1.0188493681827e-26,0.36,0.38,0.33,0.45,0,0.21,0.15,0.12,0.2,0,0.21,0.16,0.13,0.21,0,0.21,0.2,0.16,0.25,0.36,0.38,0.32,0.39,0
"1768",1,657,1,1,0.761598015902564,-0.883856126572937,16,256,4,4,0.5,0.0616376738715917,10.5910333156586,-0.88,-0.88,-0.98,-0.78,0.013,-0.88,-0.88,-0.97,-0.79,0.009,0.686679237482314,0.02,0.07,0.06,0.15,1,0,0,0,0.02,0.5,0,0.01,0,0.02,1,0,0.01,0,0.03,0.02,0.07,0.05,0.13,0.79
"1769",1,658,1,1,0.742031335132197,-0.244275188073516,16,256,4,4,0.5,0.397358887915034,7.6484607219696,-0.2,-0.24,-0.31,-0.18,0.565,-0.2,-0.24,-0.3,-0.19,0.565,9.40549665936176e-16,0.26,0.26,0.23,0.32,0.01,0.1,0.08,0.06,0.11,0,0.1,0.08,0.07,0.12,0.01,0.1,0.1,0.08,0.15,0.26,0.26,0.24,0.32,0
"1770",1,659,1,1,0.0456707426346838,0.493097880389541,16,256,4,4,0.5,0.655741917430423,7.35519450505575,-0.17,-0.14,-0.21,-0.07,0.74,-0.17,-0.14,-0.2,-0.08,0.731,3.63638814015146e-19,0.34,0.32,0.27,0.37,0,0.19,0.11,0.08,0.15,0,0.19,0.12,0.09,0.16,0,0.19,0.15,0.11,0.2,0.34,0.32,0.28,0.37,0
"1771",1,65,1,1,0.604704445693642,0.00287439906969666,2,32,4,4,0.5,0.856019717697054,7.257825756073,0.31,0.41,0.2,0.71,0.328,0.31,0.41,0.18,0.7,0.33,0.010100257932159,0.52,0.49,0.42,0.63,0.43,0.4,0.2,0.19,0.38,0.12,0.4,0.28,0.23,0.41,0.53,0.4,0.32,0.25,0.43,0.52,0.49,0.4,0.58,0
"1772",1,660,1,1,0.577069097897038,-0.0756600084714592,16,256,4,4,0.5,2.55742826359347,7.27451446851095,0.45,0.28,0.16,0.41,0.51,0.45,0.28,0.16,0.4,0.486,1.17479734088067e-56,0.62,0.65,0.59,0.7,0,0.55,0.45,0.4,0.51,0,0.55,0.46,0.41,0.52,0,0.55,0.57,0.51,0.63,0.62,0.65,0.6,0.66,0
"1773",1,661,1,1,0.748452522326261,-0.546107219532132,16,256,4,4,0.5,1.83802894835593,10.2337079286575,-0.18,-0.14,-0.31,0.03,0.734,-0.18,-0.14,-0.28,0.01,0.734,1.69452750841456e-69,0.64,0.68,0.64,0.73,0,0.63,0.53,0.5,0.58,0,0.63,0.54,0.5,0.58,0,0.63,0.65,0.6,0.69,0.64,0.68,0.64,0.68,0
"1774",1,662,1,1,0.192205746890977,-0.479404982645065,16,256,4,4,0.5,0.400124348727986,10.1654158075651,-0.72,-0.78,-0.9,-0.66,0.024,-0.72,-0.78,-0.89,-0.69,0.036,3.65823653013105e-06,0.17,0.18,0.14,0.24,0.36,0.05,0.03,0.02,0.06,0.04,0.05,0.04,0.03,0.07,0.34,0.05,0.05,0.03,0.09,0.17,0.18,0.14,0.22,0
"1775",1,663,1,1,0.974052684381604,0.138633252587169,16,256,4,4,0.5,0.580372908264399,7.61229179700216,0.14,0.15,0.09,0.22,0.73,0.14,0.15,0.09,0.21,0.696,1.42379441029901e-10,0.24,0.23,0.18,0.29,0.02,0.08,0.05,0.03,0.09,0.01,0.08,0.06,0.04,0.1,0.07,0.08,0.08,0.05,0.12,0.24,0.23,0.2,0.29,0
"1776",1,664,1,1,0.394512355327606,0.018364442512393,16,256,4,4,0.5,0.836401580737438,7.66418907642364,0.06,0.02,-0.12,0.13,0.971,0.06,0.02,-0.09,0.12,0.967,2.98406124535317e-70,0.7,0.68,0.64,0.73,0,0.72,0.59,0.55,0.64,0,0.72,0.6,0.55,0.65,0,0.72,0.73,0.67,0.78,0.7,0.68,0.65,0.7,0
"1777",1,665,1,1,0.816876417258754,0.507753094658256,16,256,4,4,0.5,0.193430932818446,7.32292653719584,0.69,0.65,0.55,0.75,0.082,0.69,0.65,0.56,0.74,0.097,0.00320552069412322,0.05,0.14,0.11,0.2,0.71,0,0.01,0.01,0.04,0.19,0,0.02,0.01,0.05,0.8,0,0.03,0.02,0.06,0.05,0.14,0.11,0.2,0
"1778",1,666,1,1,0.278102019568905,0.0503677451051772,16,256,4,4,0.5,2.43334853556007,5.869338230292,0.67,0.74,0.56,0.85,0.053,0.67,0.74,0.6,0.84,0.057,2.1399542063717e-45,0.53,0.54,0.49,0.6,0,0.42,0.35,0.31,0.41,0,0.42,0.36,0.32,0.42,0,0.42,0.46,0.4,0.52,0.53,0.54,0.51,0.58,0
"1779",1,667,1,1,0.4676105347462,0.321424501482397,16,256,4,4,0.5,1.67903999962378,7.27795712947845,-0.41,-0.44,-0.59,-0.3,0.274,-0.41,-0.44,-0.57,-0.31,0.266,9.5405041332494e-46,0.57,0.55,0.5,0.62,0,0.51,0.39,0.34,0.46,0,0.51,0.4,0.35,0.47,0,0.51,0.53,0.47,0.6,0.57,0.55,0.54,0.61,0
"1780",1,668,1,1,0.0417662719264627,-0.541329046245664,16,256,4,4,0.5,0.672475226954557,10.2556898593903,-0.65,-0.57,-0.67,-0.46,0.14,-0.65,-0.57,-0.65,-0.49,0.169,1.1633047083288e-26,0.4,0.4,0.34,0.46,0,0.22,0.16,0.13,0.21,0,0.22,0.17,0.14,0.21,0,0.22,0.21,0.17,0.27,0.4,0.4,0.34,0.43,0
"1781",1,669,1,1,0.273751443950459,0.626727329567075,16,256,4,4,0.5,0.322946085431613,10.6014375885328,0.36,0.34,0.27,0.41,0.417,0.36,0.34,0.28,0.4,0.406,1.92653474265525e-12,0.19,0.23,0.19,0.29,0.04,0.07,0.06,0.04,0.1,0,0.07,0.07,0.05,0.11,0.04,0.07,0.09,0.06,0.13,0.19,0.23,0.2,0.28,0
"1782",1,66,1,1,0.435178973712027,-0.562053321860731,2,32,4,4,0.5,2.35916761821136,6.5669492204984,-0.38,-0.25,-0.36,-0.16,0.548,-0.38,-0.25,-0.45,-0.04,0.571,9.7831846480073e-05,0.32,0.59,0.5,0.72,0.32,0.2,0.3,0.26,0.45,0.04,0.2,0.33,0.27,0.46,0.32,0.2,0.36,0.28,0.47,0.32,0.59,0.39,0.58,0
"1783",1,670,1,1,0.122503082035109,0.732205862179399,16,256,4,4,0.5,0.792431799322367,10.6078498800596,-0.21,-0.19,-0.3,-0.1,0.625,-0.21,-0.19,-0.28,-0.11,0.691,1.3765090867571e-51,0.58,0.59,0.53,0.65,0,0.54,0.42,0.38,0.48,0,0.54,0.43,0.38,0.49,0,0.54,0.55,0.48,0.61,0.58,0.59,0.56,0.63,0
"1784",1,671,1,1,0.228253550827503,0.203546421602368,16,256,4,4,0.5,1.55318088385276,10.4458030223846,0.18,0.12,0.02,0.23,0.799,0.18,0.12,0.04,0.2,0.771,4.7861231124161e-57,0.52,0.57,0.52,0.63,0,0.48,0.44,0.39,0.5,0,0.48,0.45,0.4,0.5,0,0.48,0.56,0.5,0.61,0.52,0.57,0.53,0.59,0
"1785",1,672,1,1,0.76828916114755,-0.271047680173069,16,256,4,4,0.5,3.81594457151368,10.4996428688367,0.16,0.13,-0.02,0.27,0.752,0.16,0.13,0.02,0.24,0.745,1.33556929369613e-45,0.52,0.52,0.48,0.58,0,0.45,0.33,0.29,0.39,0,0.45,0.34,0.3,0.39,0,0.45,0.43,0.37,0.49,0.52,0.52,0.48,0.55,0
"1786",1,673,1,1,0.166298340540379,0.21771549154073,16,256,4,4,0.5,1.85692894050851,6.99515291055044,0.85,0.86,0.56,0.96,0.014,0.85,0.86,0.62,0.96,0.01,1.43860618795777e-66,0.76,0.74,0.68,0.8,0,0.85,0.65,0.6,0.7,0,0.85,0.66,0.61,0.71,0,0.85,0.84,0.78,0.88,0.76,0.74,0.72,0.77,0
